review_id,app_id,rating,comment,date,comment_en
0541c561-e0a7-46da-bde9-2de237c9d878,1,4,"ý kiến cá nhân : học qua app này giúp học từ vựng , không quên từ vựng , học mẫu câu giao tiếp cơ bản. nói chung học để biết về tiếng anh. còn học để thi thì mik không đánh giá cao. về advertisement thì không nhiều vì app miễn phí mà nên cx okkk..",2026-01-25 12:06:52,"Personal opinion: learning through this app helps learn vocabulary, not forgetting vocabulary, learning basic communication sentences.In general, learn to know about English.As for studying for exams, I don't appreciate it.There's not much about advertisement because the app is free so it's ok.."
e8cc69dc-84df-4c2b-a54d-b3d0058ee934,1,5,"ứng dụng mang lại trải nghiệm học tập khá tốt và dễ tiếp cận cho người dùng ở nhiều trình độ khác nhau. giao diện được thiết kế trực quan, màu sắc dễ nhìn, thao tác đơn giản nên không mất thời gian làm quen. các bài học được chia nhỏ hợp lý, giúp người học không bị quá tải và có thể duy trì thói quen học mỗi ngày. điểm mình đánh giá cao là cách ứng dụng tạo động lực thông qua các thử thách hằng ngày, hệ thống nhắc nhở và theo dõi tiến trình học tập.luôn nhắc nhở người học rất vui (ko dùng ai v)",2026-01-25 13:38:35,"The application provides a quite good and accessible learning experience for users at many different levels.The interface is intuitively designed, the colors are easy to see, and the operation is simple, so it doesn't take time to get used to.Lessons are divided into reasonable parts, helping learners not to be overloaded and to be able to maintain the habit of studying every day.The point I appreciate is the way the application creates motivation through daily challenges, the reminder system and tracking learning progress. Always reminding learners is very fun (don't use anyone v)"
5caadb1d-756a-43e1-a305-de902938bb64,1,5,hình như cú đang gặp lỗi nhiều thì phải vì tôi đang học có phần giọng nói tôi lại không được nói vì nó bị lỗi đơ lại không cho người dùng nói không biết có ai gặp lỗi y như tôi không,2026-01-26 04:21:37,"It seems like the owl is having a lot of errors, maybe because I'm learning the voice part and I can't speak because it's stuck and won't let the user speak. I wonder if anyone else has the same error as me."
cc166032-d65c-4943-bfec-247cb4212ace,1,5,"mình học duolingo mỗi ngày trong đây có rất nhiều những cách khác nhau cho các bn ms học từng ngôn ngữ, có học từ, học kí tự, từng chữ cái đến cách viết và cách đọc rất chi tiết và bao gồm cả kĩ năng nói nữa mình nghĩ đây là 1 ứng dụng có thể thay thế việc học thêm mà còn ko tốn tiền rất hữu ích cho các bạn đang có ý định du học mà muốn có chút ngoại ngữ để giao tiếp khi ra nước ngoài",2026-01-26 04:51:10,"I study Duolingo every day. There are many different ways for you to learn each language, from learning words, learning characters, each letter to how to write and read in great detail and including speaking skills. I think this is an application that can replace private tutoring without spending money, very useful for those who are planning to study abroad and want to have some foreign language to communicate when abroad."
2db60f21-e507-4994-8a17-4ef733481cce,1,5,hồi xưa tui học không giỏi t.anh lắm sau một thời gian sử dụng app thì tui đã giỏi hơn rất nhiều app rất hay,2026-01-26 13:11:24,"In the past, I wasn't very good at studying. After using the app for a while, I became much better at it. It's very good."
aa26a8ff-dca8-4622-8ef0-2871c4573d60,1,5,"có cái ko cần max cũng gọi được là tuyệt vời luôn,bây giờ đổi tim sang năng lượng rồi thấy làm chút là cạn à",2026-01-26 14:21:02,"There's something that doesn't need to be maxed out that can be called great. Now that I've changed my heart to energy, I feel like I'm running out of energy."
7e6f61e0-476b-4108-88cc-f55918db5b2a,1,3,má nó tự nhiên gần đạt huyền thoại thì tự nhiên hết năng lượng với nếu mà sai thì cũng trừ 1nl thôi chứ sao lại trừ 2nl,2026-01-04 05:18:43,"If it's almost legendary then it suddenly runs out of energy and if it's wrong then it's only minus 1nl, why minus 2nl?"
fae7f4bf-2365-4fe3-9700-3405e46c21d1,1,3,"-tôi không quá thích việc thay thế tim thành năng lượng vì năng lượng hạn chế việc tôi có thể trả lời thật nhiều câu hỏi và chơi các trò chơi giải trí hay học các tiếng khác,nó là một trở ngại rất lớn.( tôi không có tiền cho việc nạp vào duolingo:( ) -tôi nghĩ các bạn đã và đang sử dụng ai trong các bài học,nghĩa của các từ khá lộn xộn, không đúng và không có trong đáp án của bài.( ví dụ như khi tôi học tiếng pháp: madame : bà ( chị hay chỉ người phụ nữ ) nhưng nó chỉ hiện từ bà nó rất khó hiểu.",2026-01-05 06:12:39,"-I don't really like replacing hearts into energy because energy limits my ability to answer a lot of questions and play entertaining games or learn other languages, it's a huge obstacle. (I don't have money to load into duolingo:( ) -I think you guys have been using ai in the lessons, the meanings of the words are quite messy, incorrect and not in the answers of the lesson. (for example when I learn French: madame: grandmother (sister or just person).women) but it only appears from grandmother which is very confusing."
3c5b4a7f-91b6-479f-bd6a-c2ea216612ee,1,3,"năng lượng thực sự hết quá nhanh, tôi đang suy nghĩ ra đáp án thì đã hết năng lượng, tôi mong duolingo sẽ làm lại tim cho người dùng",2026-01-05 11:24:31,"The energy really runs out so fast, I was thinking about the answer and I ran out of energy. I hope Duolingo will restore hearts for users."
58717c56-b03d-4646-8fde-d336ee5c8534,1,3,"do event genshin mới tải lại, định giữ lại luôn để học mà tính năng năng lượng rất kh ổn, một ngày học được có chút là hết",2026-01-05 15:15:42,"Since the Genshin event just reloaded, I was going to keep it to study but the energy feature is very bad, after a day of learning a little it's gone."
815078f0-fe2e-4d3a-9d60-f4452e69a2cd,1,3,bài nói thì nói rồi nhưng dùng ai làm cho duolingo cho là ko nói đúng làm bài thì cho đề lớp 3 với đề khó ko làm ko đc gì hết,2026-01-06 04:22:18,"I already said the lecture, but someone who did it for Duolingo said it wasn't correct, so I gave you a grade 3 test with a difficult question and I couldn't do anything."
5ae85a7c-1755-40fa-a4e9-8b5b2d32a040,1,3,"tôi không thể hòa cờ khi chơi với cờ oscar, oscar luôn luôn hòa cờ đúng lúc tôi gần thắng, tôi không thể chịu nổi vấn đề này, nếu duolingo vẫn không giải quyết tình trạng này, tôi sẽ cho 1 sao và sẽ khiếu nại.",2026-01-06 13:14:38,"i can't draw the chess when playing with oscar chess, oscar always draws the chess just when i'm about to win, i can't stand this problem, if duolingo still doesn't solve this situation, i will give 1 star and will complain."
ad8d8aa1-03ad-4c27-9bed-5678090f0138,1,3,"con duo đang chọc tức tôi đấy😡cứ mỗi lần học xong 1 bài là màn hình trắng tinh,phải thoát ra vào lại rồi quảng cáo, mất thời gian,ủa cú xanh ơi app này để học ngoại ngữ hay câu giờ v, hơi tệ nha",2026-01-06 15:14:35,"Duo is pissing me off😡 every time I finish a lesson, the screen is blank, I have to log out and back in again and see ads, wasting time, blue owl, this app is for learning foreign languages ​​or buying time, it's a bit bad."
a4e37a0d-5093-4a1e-879a-7bdc51d2d5ef,1,3,tôi hơi lười học nhưng mà tôi học thì lúc học bài trên lớp thì tôi đã học rồi nên tôi được điểm cao hơn hehe nên cập nhập giống bài trên lớp hơn :)))),2026-01-07 10:05:18,"I'm a bit lazy to study, but when I study, I've already learned the lesson in class so I get a higher score hehe so the update is more like the lesson in class :))))"
50902c8f-fdd9-4705-b12b-d251c18c147a,1,3,"tôi cảm thấy duolingo không tồi. nhưng cảm thấy bản cặp nhập gần đây là về vấn đề ""tim"" hay cặp nhập mới là năng lượng thì tôi có không đồng tình với việc bản cặp nhập này đổi thành năng lượng tôi có cảm thích về bản cặp nhập cũ hơn. nên nếu có thể tôi muốn duolingo đổi lại bản cặp nhập cũ, tôi cảm ơn.",2026-01-08 14:21:42,"I feel duolingo is not bad.But I feel like the recent import pair is about ""heart"" or the new import pair is energy. I don't agree with this import pair changing to energy. I feel more like the old import pair.So if possible, I would like duolingo to change back to the old import pair, thank you."
bccd64a2-ff6a-4adf-9272-9a33aaa48298,1,3,nói chung dạy cx dc nhưng không hài lòng ở chỗ năng lượng á đng học mà hết năng lượng cái nghĩ học ngang với các vựng cho hơi lộn xộn á mong nhà sáng tạo khắc phục điểm này để app hoàn hảo hơn,2026-01-08 14:25:49,"In general, it's good at teaching but I'm not satisfied with the fact that I have no energy while studying but the thought of learning is equal to the vocabulary which is a bit messy. I hope the creator will fix this point to make the app more perfect."
69e90f07-d87b-4f7b-86ff-877b290d7ba6,1,3,"học khá là hiệu quả nhưng còn vài sai sót bắt đọc ""oh,you understand english"" nhưng nói đáp án đúng là ""i speak chinese with my mom"" tôi có phần hụt hẫng một chút về app học này",2026-01-09 06:40:01,"Learning is quite effective but there are still a few mistakes. If you have to read ""oh, you understand English"" but say the correct answer is ""i speak Chinese with my mom"", I'm a bit disappointed with this learning app."
1a844024-41fd-4809-8eb8-141b1ed16ed8,1,3,học vui nhưng dou có thể đừng quảng cáo được không? 🙏😮‍💨😞 với lại câu trả lời đúng mà dou cứ báo sai hoài 😣😞😓,2026-01-09 13:21:27,Learning is fun but can you please stop advertising?🙏😮‍💨😞 and the answer is correct but you keep saying it's wrong 😣😞😓
f1b45cd5-d06c-438b-88c6-786477415d27,1,3,khó chịu vãu t mất hơn 300kc mua năng lượng mà trc đó còn 1% nluong xg vừa hc cái bài luccy lắng nghe vừa làm bài đầu tiên xg tự nhiên hết năng lượng mà trg khi đấy vừa mới nạp xg chịu,2026-01-09 15:19:49,It's so annoying that I spent more than 300kc buying energy but before that I had 1% of my xg energy remaining while studying the lesson Lucy listened to while doing the first exercise xg suddenly ran out of energy but at that time I had just recharged my xg.
e4e6c001-b846-4b6d-b722-a9b02717d66a,1,3,"ứng dụng học rất tốt, nhưng nếu học trên máy tính thì sẽ khó cho người mới học do không biết đánh hoặc cài bàn phím",2026-01-11 02:33:41,"The learning application is very good, but if learning on a computer, it will be difficult for beginners because they do not know how to type or set the keyboard"
4bd7bd94-de69-4248-9012-a8a5dd2d9a10,1,3,hc thì vui mà cái bản mặc tháy rê ta lỡ hong học có 1 ngày à vì ôn thi mặt thì trằm trăm duolingo hời trước vui hơn,2026-01-11 08:54:04,Studying is fun but the way I wear it makes me miss studying for just one day because studying for a face exam costs hundreds of dollars. Duolingo is more fun than before.
8564ca7e-e8bf-4408-8e4c-200af4813f98,1,5,ứng dụng này có thể giúp mình miễn phí tất cả các chi phí tập học tập tôi có thể học tập tốt là nhờ vào ứng dụng này,2026-01-24 06:30:40,This application can help me free all study fees. I can study well thanks to this application.
553fc092-7ae3-451d-8c43-b2bd79a21c54,1,3,"app tốt nhưng dạo này lỗi khá nhiều, ko biết của các người dùng khác như thế nào chứ phần bonus exp của tôi gặp lỗi nhiều nhất, nhiều lúc hiện là được tặng 15-30p bonus, nhưng vào check lại thì chỉ còn 15s bonus",2026-01-19 15:02:49,"The app is good but there are a lot of errors lately. I don't know about other users, but my exp bonus has the most errors. Sometimes I get a 15-30p bonus, but when I check again, I only have a 15s bonus left."
c13af607-35bf-42d3-a0be-e37fe5c42565,1,3,"alo, vậy là bắt học mỗi ngày vậy á hả, có thể cho một ngày nghỉ đc không ní, lễ tết gì cũng bắt vô học vậy má, vậy ai mà học cho nổi",2026-01-20 11:21:13,"Hello, so you have to study every day? Can you give me a day off? I have to study every holiday, so who can study?"
24396bce-8935-4bc9-b312-ce318a18dad5,1,3,"tạm đi, trừ cái phần âm nhạc ra là mình cay lắm rồi á🥰 ấn nốt son nó ra nốt si thấp, xong đánh trúng nốt mà nó kiêu hụt",2026-01-21 03:50:16,"For now, except for the music part, I'm already very angry 🥰 I press the lipstick note to get a low si note, then I hit the right note and it misses."
d2f559c7-6ea1-464f-8e7e-f8f2089316d7,1,3,có thể bỏ cái năng lượng kia đi ko?sai cái là hết rồi bắt đki🤡 cái duma t bực cái năng lượng kia lắm đấy lúc trc lmj có,2026-01-21 15:52:34,Can I get rid of that energy? If it's wrong then it's over and I'm sorry🤡 I'm so angry at that energy when I first had it.
293409f8-ed45-4f7c-9471-bee667464b45,1,3,"lúc trc học đã, bây giờ lại bị giới hạn năng lượng. chỉnh sửa làm thuốc x3 x2 x1,5 từ 10p giờ còn có 5p, k đủ để học. càng ngày app càng tư bản hoá, chán k muốn nói.",2026-01-22 14:22:15,"Before, I was studying, but now I have limited energy.editing medicine x3 x2 x1.5 from 10 minutes now only 5 minutes, not enough to study.The app is becoming more and more capitalist day by day, I don't want to talk about it anymore."
eb95026c-4255-44fe-94f2-6cf0315951f6,1,3,"tớ không thích lắm. nhiều người đánh giá 5 sao nhưng theo tui thì ko đáng. nó hay cho sai từ vựng và có nhiều cái cần nạp tiền. nó cũng như giáo viên dạy ở trường thôi à, nói chung là bình thường.",2026-01-24 04:25:27,"I don't like it very much.Many people rate it 5 stars but in my opinion it's not worth it.It often gives wrong vocabulary and has many things that need to be refilled.It's just like a teacher at school, in general it's normal."
7ce6a991-2b6a-47fc-86f6-79f3fd1dff0f,1,3,"mình chọn học môn cờ vua.khi thắng thì chỉ được cộng 1,2 điểm elo,có khi còn không được cộng điểm,vậy mà khi thua thì trừ hẳn 10,20 điểm.mình biết đây chỉ là điểm tượng trưng vì app không thể xác định được điểm nhưng những cái điểm đó chính là động lực để các bạn mới học có gắng phấn đấu thêm.khi học ngoại ngữ, đọc đúng nhưng sai 1,2 từ thì lại cho qua luôn,không cho ng học được đọc lại để rèn thêm,cũng không thèm phân tích để ng đọc hiểu,...mình mong app sẽ khắc phục những lỗi này.",2026-01-24 07:30:29,"I choose to learn chess. When I win, I only get 1.2 elo points, sometimes I don't get any points, but when I lose, 10.20 points are deducted. I know these are just symbolic points because the app cannot determine points, but those points are the motivation for new learners to strive harder. When learning a foreign language, if you read 1 or 2 words correctly but incorrectly, you will let them go, not allowing the student to re-read to practice more, and don't bother.Analyze for readers to understand... I hope the app will fix these errors."
130edb22-8753-4c55-be4d-fa3ba509cbc9,1,3,"đm thanh năng lượng như 🆑️ dell j mà tốn vãi, dù học 1 bài không lỗi mà vẫn trừ nhiều hơn. t học sắp xong rồi thì hết năng lượng. sau mỗi bài học là 1 quảng cáo khó chịu vô cùng >:(",2026-01-26 13:20:14,"Damn the energy bar like 🆑️ dell j is so wasteful, even if you learn a lesson without errors it still deducts more.I'm about to finish studying when I run out of energy.After each lesson there is an extremely annoying ad >:("
cb359448-8c95-4ef4-a452-b7e0e41ff0c2,1,3,"nay mình xem 2 lần quảng cáo để nạp 10 năng lượng, xong lỡ bấm nhầm nạp đầy bằng ngọc nên hết ngọc luôn :)) vào làm bài thì tự nhiên năng lượng còn có 8, thế là học k hết nổi 1 bài. buồn nhen ☺️ với siêu kn nay tgian dùng còn 5 phút ít quá, muốn học cho nhanh mà giữa các bài đều có 1 quảng cáo ý, xong rồi còn bày vụ dùng 100 ngọc để kéo dài thời gian dùng nữa. cuối cùng là đang 21 điểm t.anh sao tự dưng tụt lại 19 nữa rou :)",2026-01-26 15:14:10,"Now I watched the ad twice to recharge 10 energy, then accidentally clicked the wrong button to refill with gems so I ran out of gems :)) when I went to do the lesson, I suddenly had 8 energy left, so I couldn't finish 1 lesson.So sad ☺️ With this super skill, the usage time is only 5 minutes. I want to learn it quickly but there is an advertisement in between the lessons, and then I try to use 100 gems to extend the usage time.Finally, I'm at 21 points, why did I suddenly drop to 19 again? :)"
7474887a-71a9-4816-a07f-4519f14d9002,1,3,"điểm sạc thì làm 1 chút là hết mà khi sạc lại bằng kc thì ép phải tốn thêm , mất hết 900 kc của mình rồi 😭",2026-01-27 05:40:55,"At the charging point, it only takes a little while to recharge, but when recharging with kc, I have to spend more, losing all my 900 kc 😭"
ba4a54ac-5051-4186-bd3b-b6cb84a9cd18,1,3,"duolingo dạo này có rất nhiều tính năng mới nhưng xin nhà xuất bản sửa cái thanh năng lượng cái, mới học song một bài hoàn hảo song đã chừ cả đống năng lượng.",2026-01-27 14:39:35,"Duolingo has a lot of new features these days, but the publisher please fix the main energy bar. I just learned a perfect lesson, but I've wasted a lot of energy."
55c055a3-ae37-4a46-8c70-b7ebd936e7e2,1,3,đọc tiếng anh giọng còn cố tỏ ra dẹo để nghe nhầm rồi bắt bẻ ;lâu lâu còn viết sau từ rồi làm người ta chọn sai,2026-01-28 13:36:56,"When reading English, I still try to sound condescending so I can mishear and then retort; sometimes I even write after the word and make people choose the wrong one."
ab7562ae-752a-48e1-9fd4-38c8fc687ca5,1,3,học cx đc nhưng mà nói thật là mấy cái lời nói của nó ko tích cực thì thôi đi xong lúc nào cũng ép mua này nọ xg mất chuỗi lại bị nói tôi bỏ công sức ra để học chứ không phải để nghe người khác nói,2026-01-28 23:36:31,"I can study hard but to be honest, the things he says are not positive so stop it and always force me to buy this or that"
606d66f7-bcbe-48ea-aa87-98f31b91eab9,1,3,"người ta hết năng lượng rồi mà có bắt học quài . cho 5 trái ❤ bình thường đi ,làm đúng cũng bị trừ năng lượng . những tôi được học tiến bộ",2026-01-29 04:12:13,"People have run out of energy and still have to study hard.Give 5 ❤ fruits normally, if done correctly, energy will be deducted.But I have improved in my studies"
5a907bc6-3edd-46bd-9788-59a047b47807,1,3,học rất vui nhưng với người mới học không có kiến thức gì thì khá cầu kì có những từ mới tự hiện ra ko hiện từ vựng mới trước đó mình lụi ra từ đúng nhưng mà bài sau cũng từ đó nhưng lại khác có dùng cả gg dịch mà vẫn không đúng nói thật là khó chịu lắm,2026-01-31 10:53:56,"It's fun to learn, but for beginners who don't have any knowledge, it's quite complicated. There are new words that appear automatically. Before, the new vocabulary didn't show up. I figured out the correct word, but the next lesson is the same word, but it's different. Even using google translate, it's still not correct. Honestly, it's very annoying."
eea985c5-ebf8-4806-b70c-2f168d894520,1,3,"duolingo ơi , tôi gặp vấn đề về gói super duolingo vấn đề của tôi khi tôi đang coi quảng cáo để kiếm thêm năng lượng khi coi xong tôi lại thấy năng lượng của mình trở thành vô cực nhưng trong khi đó tôi không đăng ký gói super duolingo, duolingo ơi nếu bạn không giải quyết được tình trạng này thì thật sự là tôi không còn tin tưởng vào app duolingo nữa",2026-02-01 12:26:40,"Hey duolingo, I have a problem with the super duolingo package. My problem is when I'm watching an ad to earn more energy. After watching it, I see that my energy has become infinite, but meanwhile I didn't sign up for the super duolingo package. Duolingo, if you can't solve this situation, I really don't trust the duolingo app anymore."
6cf40baa-69e2-4a21-b786-e6876cc4f2ad,1,3,phần thu âm hiện tại của app có vấn đề à. tại sao bấm vào không thể nói mà tắt liền ngay lập tức vậy?,2026-02-02 12:08:04,Is there a problem with the current recording part of the app?Why can't you speak when you click it and turn it off immediately?
0c504869-5752-4759-8722-24de3a70fc39,1,3,"cũng vui,đa dạng bài tập nhưng chỉ có 25 năng lượng; làm xong bài tập thì bị đơ ,có mấy bài nhạc bắt mua gói mới cho chơi lại được, nhiều lúc làm sắp cong rồi còn một câu mà hết năm lượng nên phải bỏ nguyên bài, coi có tức ko chứ",2026-02-05 05:09:34,"Also fun, diverse exercises but only 25 energy;After completing the exercise, I get stuck. There are some songs that require me to buy a new package so I can play them again. Many times I'm about to finish my homework and there's only one verse that takes up five pieces, so I have to leave the whole song. I wonder if I'll be angry."
90c1331f-a186-40db-8e72-2f662f0dcade,1,3,"rất hay bị lỗi , 1 là ngày hôm sau học ko refresh lại bài, làm ko thể học đc bài mới, x3 điểm nhiều khi bị mất 1 cách vô cớ dù hôm trước ráng học để có được",2026-02-05 14:16:03,"Very common errors, 1 is the next day when studying and not refreshing the lesson, making it impossible to learn new lessons."
66d28672-e6e0-4450-b8b8-82f03367b619,1,3,học xong là thôi không ôn lại được bài cũ học hôm nay bài hôm qua quên thì học như ko đề nghị nhà sản xuất ra thêm mục ôn lại bài học,2026-02-06 13:03:15,"Once you've finished studying, you're done. You can't review the old lesson you learned today. If you forgot yesterday's lesson, it's as if you didn't study. I suggest the manufacturer create an additional section to review the lesson."
92949bf1-2f0d-40c6-bf40-3cb6b5b27fb8,1,3,"học rất hay dễ hiểu và có chuỗi streak làm động lực để học mỗi ngày, bâyh lại cập nhật chèn qc rất khó chịu",2026-02-06 13:23:37,"Learning is very good, easy to understand and has a streak that motivates me to study every day, now the QC insert update is very annoying"
df317ac6-7021-4cea-b8f9-10dd1cdfb6ce,1,3,"học thì vẫn như v nhưng hồi đó không cần cái năng lượng kia. bây giờ đang học cái nó cứ hết năng lượng chán, với lại hồi xưa đâu cần nạp đâu học miễn phí hết bây giờ cứ bắt nạp gói chán hết muốn nói",2026-02-07 08:46:41,"Studying was still the same, but back then I didn't need that energy.Right now I'm learning something and it's boring, and in the past I didn't need to download anything, everything was free, but now I just have to download the package and it's boring."
b7f3b248-6709-423f-86d5-4e338b6484bc,1,3,"mid app / duolingo hồi đó học sung mà giờ chán quá , cũng cho mi đấy , thêm thanh năng lượng làm gì , 5 tim thành 24 năng lượng , còn 3 cái là đạt mục huyền thoại rồi mà năng lượng lại thành cái nịt , riết ta giờ cũng không muốn giữ streak vì mi thêm tính năng đó , cẩn thận có ngày ta biến mi thành cú nướng",2026-02-08 05:40:34,"mid app / duolingo back then was so boring to learn, but now it's so boring, I'll give it to you, what's the point of adding an energy bar, 5 hearts becomes 24 energy, 3 hearts is enough to reach the legendary category but the energy becomes a belt, I really don't want to keep streaks now because you added that feature, be careful one day I'll turn you into a grilled owl"
530b7300-f7ac-451d-aa47-3c082b1d0bcd,1,3,"quá nhiều quảng cáo, mà thật sự tôi ko muốn học nhiều chủ yếu để giải trí chứ chẳng muốn thi đáu hay nâng cao gì",2026-02-08 09:18:58,"too many ads, but I really don't want to learn much, mainly for entertainment, not to compete or improve anything."
64e0336f-a6bd-4c48-80bb-94e6da7e0544,1,3,"mỗi lần học xong thì nó hiện màn hình đen,buộc phải thoát ra vào lại mới học đc,cờ vua thì khứa oscar cực kỳ xúc phạm.này cho 3 sao là còn nhân nhượng nhé",2026-02-08 09:56:46,"Every time I finish studying, it shows a black screen, I have to log out and log back in again to study. Chess is extremely insulting. This is 3 stars and I'm still lenient."
af3f906e-e480-469d-a712-09f5a9f84068,1,3,"rõ ràng là đã học qua cửa mới được mấy bài rồi, xong nó nhảy lại cửa cũ, mất mấy bài cửa mới là sao",2026-02-08 15:32:14,"It's obvious that he's learned a few lessons through the new door, but then he jumped back to the old door and lost a few lessons at the new door"
0e4440e4-2ca7-4b65-ae3b-81fa8e489025,1,3,cũng hay và khá hữu ích nhưng mong nhà sản xuất cho thêm tính năng dừng lại giữ chừng được ko chứ đang chơi gặp đối thủ câu giờ tới lúc đi tắm cũng phải ngậm ngùi bị thua,2026-02-09 10:12:19,"It's also good and quite useful, but I hope the manufacturer will add a stop-and-hold feature. If you're playing against an opponent, you'll have to feel sorry for losing until it's time to take a shower."
658cb042-bca9-4f58-9ca2-d2d5b3456a7c,1,3,"kiểu hôm nào mà có việc bận không mà học được,là lại mất chuỗi ý. với cả đâu phải lúc nào cũng có thời gian rảnh để học đâu.",2026-02-09 13:21:48,"Like every day when I'm busy and can't study, I lose my train of thought.Besides, I don't always have free time to study."
7ab31375-b2a3-466e-9603-0ceefadd70dc,1,3,"lúc trước tôi thấy rất tuyệt, nhưng gần đây cứ mỗi lần học xong một bài thì lại quảng cáo, ngày xưa thì lâu lâu mới quảng cáo",2026-02-10 02:51:18,"I used to think it was great, but lately every time I finish a lesson, there's an ad. In the past, it was only occasionally."
33a6dcdf-b7d8-43b1-b3b3-dbb63d4db04f,1,3,học thì vui mà bắt mua hoài ấn để sau nó kcho học đang học nó ra cái quảng cáo che hết màn hình k thấy j hết nó bắt thoát hoài luôn deo học đc cgi,2026-02-10 05:51:52,"Learning is fun, but I have to buy prints all the time so that later on, I won't stop learning while I'm studying. There's an ad that covers the entire screen. I can't see anything, but I keep trying to get rid of it. I can't learn anything."
